line,lng,lat,type,id
204路,104.188606,30.702282,O,104
204路,104.188599,30.70154,D,105
205路,103.926865,30.739758,O,106
205路,103.923811,30.785226,D,107
206路,103.990056,30.732834,O,108
206路,103.979154,30.68395,D,109
207路,104.03569,30.631181,O,110
207路,104.0251,30.61681,D,111
209路,104.017339,30.67227,O,112
209路,104.009462,30.736215,D,113
208路,103.980525,30.612064,O,114
208路,104.013664,30.648607,D,115
211路,104.066727,30.623646,O,116
211路,104.025673,30.688424,D,117
212路,103.993138,30.710273,O,118
212路,104.025842,30.688286,D,119
214路,104.007843,30.663676,O,120
214路,103.992743,30.733698,D,121
222路,104.032817,30.619093,O,122
222路,104.021975,30.647131,D,123
215路,103.998203,30.661276,O,124
215路,104.03602,30.708025,D,125
224路,103.975282,30.685431,O,126
224路,103.980755,30.720161,D,127
227路,104.008125,30.734058,O,128
227路,104.017339,30.67227,D,129
228路,104.011328,30.704809,O,130
228路,103.961769,30.664931,D,131
229路,103.961216,30.664592,O,132
229路,103.960457,30.698324,D,133
230路,104.152426,30.58049,O,134
230路,104.093963,30.646428,D,135
231路,103.972908,30.76897,O,136
231路,103.957166,30.726137,D,137
232路,103.961129,30.664713,O,138
232路,103.949768,30.70418,D,139
236路,104.079319,30.523251,O,140
236路,104.063615,30.604262,D,141
237路,104.073898,30.636749,O,142
237路,104.150745,30.654353,D,143
238路,104.152426,30.58049,O,144
238路,104.055656,30.620604,D,145
239路,103.928993,30.695143,O,146
239路,103.961304,30.665193,D,147
241路,104.116645,30.523885,O,148
241路,104.104188,30.539653,D,149
242路,104.043529,30.63714,O,150
242路,103.966068,30.631146,D,151
243路,104.013664,30.648584,O,152
243路,103.96161,30.664428,D,153
245路,104.082326,30.704107,O,154
245路,104.036556,30.736893,D,155
246路,104.079019,30.718129,O,156
246路,104.077799,30.718251,D,157
247路,104.039171,30.601063,O,158
247路,104.078329,30.616545,D,159
249路,104.030608,30.620191,O,160
249路,104.021286,30.647856,D,161
248路,104.035605,30.631208,O,162
248路,103.956355,30.635748,D,163
257路,104.103759,30.539762,O,164
257路,104.07569,30.499622,D,165
256路,104.041102,30.652305,O,166
256路,104.063615,30.604232,D,167
258路,104.088127,30.598885,O,168
258路,104.116432,30.559097,D,169
259路,104.06947,30.547652,O,170
259路,104.103368,30.547144,D,171
260路,104.114392,30.650061,O,172
260路,104.201332,30.65076,D,173
261路,103.983177,30.610352,O,174
261路,103.970664,30.573481,D,175
263路,104.091354,30.705864,O,176
263路,104.091684,30.706085,D,177
264路,104.156602,30.640534,O,178
264路,104.148438,30.615286,D,179
264A路,104.156751,30.640469,O,180
264A路,104.15714,30.640464,D,181
265路,104.087975,30.746862,O,182
265路,104.113991,30.743967,D,183
266路,104.086663,30.716615,O,184
266路,104.112982,30.766159,D,185
267路,103.984453,30.670833,O,186
267路,103.984457,30.670851,D,187
268路,104.100632,30.726904,O,188
268路,104.100517,30.72694,D,189
269路,104.076866,30.510812,O,190
269路,104.105291,30.561849,D,191
273路,104.082934,30.793433,O,192
273路,104.063423,30.794058,D,193
274路,104.111441,30.620777,O,194
274路,104.125526,30.65037,D,195
275路,103.945907,30.733433,O,196
275路,104.007886,30.734245,D,197
276路,103.979423,30.671163,O,198
276路,103.978446,30.671589,D,199
279路,104.030106,30.613949,O,200
279路,104.090122,30.603168,D,201
279A路,104.083129,30.595395,O,202
279A路,104.077721,30.60306,D,203
297路,104.109345,30.664792,O,204
297路,104.132786,30.63697,D,205
